ID,Vraag,Antwoord,Taal vraag,Taal antwoord,Methode en hoofdstuk
1786,ervoor zorgen,make sure,Nederlands,Engels,AllRight2-2v-H8-NE
1787,ontmoeten,meet - met - met,Nederlands,Engels,AllRight2-2v-H8-NE
1788,eenrichtingsstraat,one-way street / one way street,Nederlands,Engels,AllRight2-2v-H8-NE
1789,ophalen,pick up,Nederlands,Engels,AllRight2-2v-H8-NE
1790,voorspellen,predict,Nederlands,Engels,AllRight2-2v-H8-NE
1791,tamelijk / nogal,pretty,Nederlands,Engels,AllRight2-2v-H8-NE
1792,waarschijnlijk,probably,Nederlands,Engels,AllRight2-2v-H8-NE
1793,doorverbinden,put through,Nederlands,Engels,AllRight2-2v-H8-NE
1794,onlangs,recently,Nederlands,Engels,AllRight2-2v-H8-NE
1795,opnemen,record,Nederlands,Engels,AllRight2-2v-H8-NE
1796,ergens aan herinneren,remind,Nederlands,Engels,AllRight2-2v-H8-NE
1797,wetenschapper,scientist,Nederlands,Engels,AllRight2-2v-H8-NE
1798,delen,share,Nederlands,Engels,AllRight2-2v-H8-NE
1799,sinds / aangezien,since,Nederlands,Engels,AllRight2-2v-H8-NE
1800,wolkenkrabber,skyscraper,Nederlands,Engels,AllRight2-2v-H8-NE
1801,maatschappij / gemeenschap,society,Nederlands,Engels,AllRight2-2v-H8-NE
1802,iemand anders,someone else,Nederlands,Engels,AllRight2-2v-H8-NE
1803,geld uitgeven,spend money,Nederlands,Engels,AllRight2-2v-H8-NE
1804,kostuum / pak,suit,Nederlands,Engels,AllRight2-2v-H8-NE
1805,toch wel / niet,though,Nederlands,Engels,AllRight2-2v-H8-NE
1806,ongelofelijk,unbelievable,Nederlands,Engels,AllRight2-2v-H8-NE
1807,jongeren,youngsters,Nederlands,Engels,AllRight2-2v-H8-NE
1808,allied,verbonden,Engels,Nederlands,AllRight2-3v-H1-EN
1809,beverage,drank,Engels,Nederlands,AllRight2-3v-H1-EN
1810,bogus,nep,Engels,Nederlands,AllRight2-3v-H1-EN
1811,box office,loket,Engels,Nederlands,AllRight2-3v-H1-EN
1812,designated,aangewezen,Engels,Nederlands,AllRight2-3v-H1-EN
1813,destiny,lot,Engels,Nederlands,AllRight2-3v-H1-EN
1814,entitle,recht geven,Engels,Nederlands,AllRight2-3v-H1-EN
1815,humanity,menselijkheid,Engels,Nederlands,AllRight2-3v-H1-EN
1816,involvement,betrokkenheid,Engels,Nederlands,AllRight2-3v-H1-EN
1817,physical,feitelijk,Engels,Nederlands,AllRight2-3v-H1-EN
1818,redeem,inwisselen voor,Engels,Nederlands,AllRight2-3v-H1-EN
1819,reschedule,datum of veranderen,Engels,Nederlands,AllRight2-3v-H1-EN
1820,retail outlet,winkel,Engels,Nederlands,AllRight2-3v-H1-EN
1821,secure,bemachtigen,Engels,Nederlands,AllRight2-3v-H1-EN
1822,spectator,toeschouwer,Engels,Nederlands,AllRight2-3v-H1-EN
1823,verification,bevestiging,Engels,Nederlands,AllRight2-3v-H1-EN
1824,basics,elementaire,Engels,Nederlands,AllRight2-3v-H1-EN
1825,competitive,prestatiegericht,Engels,Nederlands,AllRight2-3v-H1-EN
1826,funding,financiering,Engels,Nederlands,AllRight2-3v-H1-EN
1827,gracefully,gracieus,Engels,Nederlands,AllRight2-3v-H1-EN
1828,humble,bescheiden,Engels,Nederlands,AllRight2-3v-H1-EN
1829,melting pot,smeltkroes,Engels,Nederlands,AllRight2-3v-H1-EN
1830,property tax,onroerendzaakbelasting (belasting op woningen),Engels,Nederlands,AllRight2-3v-H1-EN
1831,reminder,herinnering,Engels,Nederlands,AllRight2-3v-H1-EN
1832,running track,atletiekbaan,Engels,Nederlands,AllRight2-3v-H1-EN
1833,rural,landelijk,Engels,Nederlands,AllRight2-3v-H1-EN
1834,scholarship,studiebeurs,Engels,Nederlands,AllRight2-3v-H1-EN
1835,stands,tribune,Engels,Nederlands,AllRight2-3v-H1-EN
1836,suburban,voorstedelijk,Engels,Nederlands,AllRight2-3v-H1-EN
1837,vital,essentieel,Engels,Nederlands,AllRight2-3v-H1-EN
1838,action-packed,vol actie,Engels,Nederlands,AllRight2-3v-H1-EN
1839,amazement,verwondering,Engels,Nederlands,AllRight2-3v-H1-EN
1840,mind,oppassen,Engels,Nederlands,AllRight2-3v-H1-EN
1841,one-of-a-kind,uniek,Engels,Nederlands,AllRight2-3v-H1-EN
1842,sell-out,uitverkocht,Engels,Nederlands,AllRight2-3v-H1-EN
1843,spell,betovering,Engels,Nederlands,AllRight2-3v-H1-EN
1844,stallion,hengst,Engels,Nederlands,AllRight2-3v-H1-EN
1845,versus,tegen,Engels,Nederlands,AllRight2-3v-H1-EN
1846,dedicated,toegewijd,Engels,Nederlands,AllRight2-3v-H1-EN
1847,discouraged,ontmoedigd,Engels,Nederlands,AllRight2-3v-H1-EN
1848,endurance,uithoudingsvermogen,Engels,Nederlands,AllRight2-3v-H1-EN
1849,give it your all,alles geven,Engels,Nederlands,AllRight2-3v-H1-EN
1850,lap,baanronde,Engels,Nederlands,AllRight2-3v-H1-EN
1851,out of shape,in slechte conditie,Engels,Nederlands,AllRight2-3v-H1-EN
1852,specifically designed,speciaal ontworpen,Engels,Nederlands,AllRight2-3v-H1-EN
1853,steadily,gestaag,Engels,Nederlands,AllRight2-3v-H1-EN
1854,acclaimed,hooggewaardeerde,Engels,Nederlands,AllRight2-3v-H1-EN
1855,awards ceremony,prijsuitreiking,Engels,Nederlands,AllRight2-3v-H1-EN
1856,conclude,eindigen,Engels,Nederlands,AllRight2-3v-H1-EN
1857,consecutive,opeenvolgend,Engels,Nederlands,AllRight2-3v-H1-EN
1858,coverage,verslaggeving,Engels,Nederlands,AllRight2-3v-H1-EN
1859,exhilarating,spannend,Engels,Nederlands,AllRight2-3v-H1-EN
1860,formalize,formaliseren,Engels,Nederlands,AllRight2-3v-H1-EN
1861,gateway,poort,Engels,Nederlands,AllRight2-3v-H1-EN
1862,give in,toegeven,Engels,Nederlands,AllRight2-3v-H1-EN
1863,highlight,benadrukken,Engels,Nederlands,AllRight2-3v-H1-EN
1864,host,gastheer,Engels,Nederlands,AllRight2-3v-H1-EN
1865,in remembrance of,ter nagedachtenis aan,Engels,Nederlands,AllRight2-3v-H1-EN
1866,javelin,speer,Engels,Nederlands,AllRight2-3v-H1-EN
1867,live up to,waarmaken,Engels,Nederlands,AllRight2-3v-H1-EN
1868,notable,opmerkelijk,Engels,Nederlands,AllRight2-3v-H1-EN
1869,pentathlon,vijfkamp,Engels,Nederlands,AllRight2-3v-H1-EN
1870,raise the bar,de lat hoger leggen,Engels,Nederlands,AllRight2-3v-H1-EN
1871,reigning,huidig,Engels,Nederlands,AllRight2-3v-H1-EN
1872,relay,estafette,Engels,Nederlands,AllRight2-3v-H1-EN
1873,seat,zitplaatsen hebben voor,Engels,Nederlands,AllRight2-3v-H1-EN
1874,supremacy,suprematie,Engels,Nederlands,AllRight2-3v-H1-EN
1875,tune in to,afstemmen op,Engels,Nederlands,AllRight2-3v-H1-EN
1876,vault,kluis,Engels,Nederlands,AllRight2-3v-H1-EN
1877,winning streak,een reeks overwinningen,Engels,Nederlands,AllRight2-3v-H1-EN
1878,wreath,krans,Engels,Nederlands,AllRight2-3v-H1-EN
1879,toegang verlenen tot,admit to,Nederlands,Engels,AllRight2-3v-H1-NE
1880,jubileum,anniversary,Nederlands,Engels,AllRight2-3v-H1-NE
1881,naderen,approach,Nederlands,Engels,AllRight2-3v-H1-NE
1882,sfeer,atmosphere,Nederlands,Engels,AllRight2-3v-H1-NE
1883,vooraf,beforehand,Nederlands,Engels,AllRight2-3v-H1-NE
1884,felgeel,bright yellow,Nederlands,Engels,AllRight2-3v-H1-NE
1885,ondanks,despite,Nederlands,Engels,AllRight2-3v-H1-NE
1886,gehandicapte,disabled,Nederlands,Engels,AllRight2-3v-H1-NE
1887,invoeren,enter,Nederlands,Engels,AllRight2-3v-H1-NE
1888,gelijkheid,equality,Nederlands,Engels,AllRight2-3v-H1-NE
1889,evenement,event,Nederlands,Engels,AllRight2-3v-H1-NE
1890,voor de gek houden,fool,Nederlands,Engels,AllRight2-3v-H1-NE
1891,doel,goal,Nederlands,Engels,AllRight2-3v-H1-NE
1892,zeer,highly,Nederlands,Engels,AllRight2-3v-H1-NE
1893,mensenrechten,human rights,Nederlands,Engels,AllRight2-3v-H1-NE
1894,in plaats van,instead of,Nederlands,Engels,AllRight2-3v-H1-NE
1895,gelegen,located,Nederlands,Engels,AllRight2-3v-H1-NE
1896,hoofdingang,main entrance,Nederlands,Engels,AllRight2-3v-H1-NE
1897,betalingswijze,method of payment,Nederlands,Engels,AllRight2-3v-H1-NE
1898,bijnaam,nickname,Nederlands,Engels,AllRight2-3v-H1-NE
1899,toestaan,permit,Nederlands,Engels,AllRight2-3v-H1-NE
1900,kopen,purchase,Nederlands,Engels,AllRight2-3v-H1-NE
1901,inschrijven,register,Nederlands,Engels,AllRight2-3v-H1-NE
1902,nodig hebben,require,Nederlands,Engels,AllRight2-3v-H1-NE
1903,programmawijziging,schedule change,Nederlands,Engels,AllRight2-3v-H1-NE
1904,beveiliging,security,Nederlands,Engels,AllRight2-3v-H1-NE
1905,kiezen,select,Nederlands,Engels,AllRight2-3v-H1-NE
1906,halve finale,semifinal,Nederlands,Engels,AllRight2-3v-H1-NE
1907,vertaling,translation,Nederlands,Engels,AllRight2-3v-H1-NE
1908,vervoer,transport,Nederlands,Engels,AllRight2-3v-H1-NE
1909,geldig,valid,Nederlands,Engels,AllRight2-3v-H1-NE
1910,plaats waar iets gebeurt,venue,Nederlands,Engels,AllRight2-3v-H1-NE
1911,beschouwen,view,Nederlands,Engels,AllRight2-3v-H1-NE
1912,waardebon,voucher,Nederlands,Engels,AllRight2-3v-H1-NE
1913,bereiken,accomplish,Nederlands,Engels,AllRight2-3v-H1-NE
1914,gemiddeld,average,Nederlands,Engels,AllRight2-3v-H1-NE
1915,begroting,budget,Nederlands,Engels,AllRight2-3v-H1-NE
1916,keten,chain,Nederlands,Engels,AllRight2-3v-H1-NE
1917,valsspelen,cheat,Nederlands,Engels,AllRight2-3v-H1-NE
1918,bijdrage leveren aan,contribute to,Nederlands,Engels,AllRight2-3v-H1-NE
1919,afnemen,decline,Nederlands,Engels,AllRight2-3v-H1-NE
1920,doorzettingsvermogen,determination,Nederlands,Engels,AllRight2-3v-H1-NE
1921,gelijk,equal,Nederlands,Engels,AllRight2-3v-H1-NE
1922,verwachting,expectation,Nederlands,Engels,AllRight2-3v-H1-NE
1923,betrokken worden,get involved,Nederlands,Engels,AllRight2-3v-H1-NE
1924,fitnessruimte,gym,Nederlands,Engels,AllRight2-3v-H1-NE
1925,hockeyveld,hockey pitch,Nederlands,Engels,AllRight2-3v-H1-NE
1926,eerlijk,honest,Nederlands,Engels,AllRight2-3v-H1-NE
1927,eer,honour,Nederlands,Engels,AllRight2-3v-H1-NE
1928,kortom,in short,Nederlands,Engels,AllRight2-3v-H1-NE
1929,binnenstad,inner city,Nederlands,Engels,AllRight2-3v-H1-NE
1930,plaatselijke bewoner,local,Nederlands,Engels,AllRight2-3v-H1-NE
1931,metafoor,metaphor,Nederlands,Engels,AllRight2-3v-H1-NE
1932,tegenstander,opponent,Nederlands,Engels,AllRight2-3v-H1-NE
1933,lichamelijke opvoeding,physical education,Nederlands,Engels,AllRight2-3v-H1-NE
1934,valsspelen,play dirty,Nederlands,Engels,AllRight2-3v-H1-NE
1935,duidelijk maken,point out,Nederlands,Engels,AllRight2-3v-H1-NE
1936,oefenveld,practice field,Nederlands,Engels,AllRight2-3v-H1-NE
1937,voorstel,proposal,Nederlands,Engels,AllRight2-3v-H1-NE
1938,met trots,proudly,Nederlands,Engels,AllRight2-3v-H1-NE
1939,openbare school,public school,Nederlands,Engels,AllRight2-3v-H1-NE
1940,verscheidenheid aan,range of,Nederlands,Engels,AllRight2-3v-H1-NE
1941,religie,religion,Nederlands,Engels,AllRight2-3v-H1-NE
1942,de gemeente,the local authorities,Nederlands,Engels,AllRight2-3v-H1-NE
1943,helaas,unfortunately,Nederlands,Engels,AllRight2-3v-H1-NE
1944,onzelfzuchtig,unselfish,Nederlands,Engels,AllRight2-3v-H1-NE
1945,rijk,wealthy,Nederlands,Engels,AllRight2-3v-H1-NE
1946,over de hele wereld,around the globe,Nederlands,Engels,AllRight2-3v-H1-NE
1947,splinternieuw,brand new,Nederlands,Engels,AllRight2-3v-H1-NE
1948,een barrière doorbreken,break a barrier,Nederlands,Engels,AllRight2-3v-H1-NE
1949,adembenemend,breathtaking,Nederlands,Engels,AllRight2-3v-H1-NE
1950,uitzenden,broadcast,Nederlands,Engels,AllRight2-3v-H1-NE
1951,uitvoeren,carry out,Nederlands,Engels,AllRight2-3v-H1-NE
1952,aflevering,episode,Nederlands,Engels,AllRight2-3v-H1-NE
1953,voetbaltraining,football practice,Nederlands,Engels,AllRight2-3v-H1-NE
1954,turnen,gymnastics,Nederlands,Engels,AllRight2-3v-H1-NE
1955,honderden,hundreds of,Nederlands,Engels,AllRight2-3v-H1-NE
1956,majestueus,majestic,Nederlands,Engels,AllRight2-3v-H1-NE
1957,beloven,promise,Nederlands,Engels,AllRight2-3v-H1-NE
1958,staart,tail,Nederlands,Engels,AllRight2-3v-H1-NE
1959,opnemen,tape,Nederlands,Engels,AllRight2-3v-H1-NE
1960,duizenden,thousands of,Nederlands,Engels,AllRight2-3v-H1-NE
1961,truc,trick,Nederlands,Engels,AllRight2-3v-H1-NE
1962,worstelen,wrestle,Nederlands,Engels,AllRight2-3v-H1-NE
1963,vermogen,ability,Nederlands,Engels,AllRight2-3v-H1-NE
1964,vol spanning,anxious,Nederlands,Engels,AllRight2-3v-H1-NE
1965,fietstocht,bike ride,Nederlands,Engels,AllRight2-3v-H1-NE
1966,afronden,complete,Nederlands,Engels,AllRight2-3v-H1-NE
1967,aanmoedigen,encourage,Nederlands,Engels,AllRight2-3v-H1-NE
1968,uitgeput,exhausted,Nederlands,Engels,AllRight2-3v-H1-NE
1969,angst,fear,Nederlands,Engels,AllRight2-3v-H1-NE
1970,eindelijk,finally,Nederlands,Engels,AllRight2-3v-H1-NE
1971,als een waanzinnige,like crazy,Nederlands,Engels,AllRight2-3v-H1-NE
1972,goed tempo vasthouden,maintain a good pace,Nederlands,Engels,AllRight2-3v-H1-NE
1973,dagelijks,on a daily basis,Nederlands,Engels,AllRight2-3v-H1-NE
1974,trots,proud,Nederlands,Engels,AllRight2-3v-H1-NE
1975,zwembad,swimming pool,Nederlands,Engels,AllRight2-3v-H1-NE
1976,moeilijk,tough,Nederlands,Engels,AllRight2-3v-H1-NE
1977,trainen,work out,Nederlands,Engels,AllRight2-3v-H1-NE
1978,training,workout,Nederlands,Engels,AllRight2-3v-H1-NE
1979,nauwkeurig,accurate,Nederlands,Engels,AllRight2-3v-H1-NE
1980,aanpassen,adjust,Nederlands,Engels,AllRight2-3v-H1-NE
1981,alhoewel,although,Nederlands,Engels,AllRight2-3v-H1-NE
1982,atletiek,athletics,Nederlands,Engels,AllRight2-3v-H1-NE
1983,verbieden,ban,Nederlands,Engels,AllRight2-3v-H1-NE
1984,verslaan,beat,Nederlands,Engels,AllRight2-3v-H1-NE
1985,versloeg,beat,Nederlands,Engels,AllRight2-3v-H1-NE
1986,verslagen,beaten,Nederlands,Engels,AllRight2-3v-H1-NE
1987,inlopen,catch up,Nederlands,Engels,AllRight2-3v-H1-NE
1988,botsen,clash,Nederlands,Engels,AllRight2-3v-H1-NE
1989,deelnemer,competitor,Nederlands,Engels,AllRight2-3v-H1-NE
1990,controversieel,controversial,Nederlands,Engels,AllRight2-3v-H1-NE
1991,controverse,controversy,Nederlands,Engels,AllRight2-3v-H1-NE
1992,moed,courage,Nederlands,Engels,AllRight2-3v-H1-NE
1993,vastbesloten,determined,Nederlands,Engels,AllRight2-3v-H1-NE
1994,diskwalificeren,disqualify,Nederlands,Engels,AllRight2-3v-H1-NE
1995,dubieus,dubious,Nederlands,Engels,AllRight2-3v-H1-NE
1996,ervoor zorgen,ensure,Nederlands,Engels,AllRight2-3v-H1-NE
1997,ondanks,in spite of,Nederlands,Engels,AllRight2-3v-H1-NE
1998,aanvankelijk,initially,Nederlands,Engels,AllRight2-3v-H1-NE
1999,baan,lane,Nederlands,Engels,AllRight2-3v-H1-NE
2000,leiden,lead,Nederlands,Engels,AllRight2-3v-H1-NE
2001,leidde,led,Nederlands,Engels,AllRight2-3v-H1-NE
2002,geleid,led,Nederlands,Engels,AllRight2-3v-H1-NE
2003,duidelijk,obvious,Nederlands,Engels,AllRight2-3v-H1-NE
2004,deelnemer,participant,Nederlands,Engels,AllRight2-3v-H1-NE
2005,trots,pride,Nederlands,Engels,AllRight2-3v-H1-NE
2006,weigeren,refuse,Nederlands,Engels,AllRight2-3v-H1-NE
2007,vertegenwoordigen,represent,Nederlands,Engels,AllRight2-3v-H1-NE
2008,zitplaats,seat,Nederlands,Engels,AllRight2-3v-H1-NE
2009,achterdochtig,suspicious,Nederlands,Engels,AllRight2-3v-H1-NE
2010,gijzelen,take hostage,Nederlands,Engels,AllRight2-3v-H1-NE
2011,van begin tot eind,throughout,Nederlands,Engels,AllRight2-3v-H1-NE
2012,atletiek,track and field,Nederlands,Engels,AllRight2-3v-H1-NE
2013,onvermijdelijk,unavoidable,Nederlands,Engels,AllRight2-3v-H1-NE
2014,terugtrekken,withdraw,Nederlands,Engels,AllRight2-3v-H1-NE
2015,teruggetrokken,withdrawn,Nederlands,Engels,AllRight2-3v-H1-NE
2016,trok terug,withdrew,Nederlands,Engels,AllRight2-3v-H1-NE
2017,as a matter of fact,trouwens,Engels,Nederlands,AllRight2-3v-H2-EN
2018,be due for,klaar moeten zijn,Engels,Nederlands,AllRight2-3v-H2-EN
2019,bushy hairdo,dichte haardos,Engels,Nederlands,AllRight2-3v-H2-EN
2020,buzz,zoemen,Engels,Nederlands,AllRight2-3v-H2-EN
2021,camp counsellor,leider van een zomerkamp,Engels,Nederlands,AllRight2-3v-H2-EN
2022,dicey neighbourhood,gevaarlijke buurt,Engels,Nederlands,AllRight2-3v-H2-EN
2023,evolve,zich ontwikkelen,Engels,Nederlands,AllRight2-3v-H2-EN
2024,exchange student,uitwisselingsstudent,Engels,Nederlands,AllRight2-3v-H2-EN
2025,feature,een belangrijke rol spelen,Engels,Nederlands,AllRight2-3v-H2-EN
2026,fling,gooien,Engels,Nederlands,AllRight2-3v-H2-EN
2027,hatch,uitkomen,Engels,Nederlands,AllRight2-3v-H2-EN
2028,hum,brommen,Engels,Nederlands,AllRight2-3v-H2-EN
2029,outnumbered,in de minderheid,Engels,Nederlands,AllRight2-3v-H2-EN
2030,plumbing,leidingen,Engels,Nederlands,AllRight2-3v-H2-EN
2031,sewer,riool,Engels,Nederlands,AllRight2-3v-H2-EN
2032,shipment,vracht,Engels,Nederlands,AllRight2-3v-H2-EN
2033,sway,zwieren,Engels,Nederlands,AllRight2-3v-H2-EN
2034,vanish,verdwijnen,Engels,Nederlands,AllRight2-3v-H2-EN
2035,whizz,kei,Engels,Nederlands,AllRight2-3v-H2-EN
2036,be assured of,verzekerd zijn van,Engels,Nederlands,AllRight2-3v-H2-EN
2037,blurry,wazig,Engels,Nederlands,AllRight2-3v-H2-EN
2038,brush up,werken aan,Engels,Nederlands,AllRight2-3v-H2-EN
2039,coincide with,samenvallen met,Engels,Nederlands,AllRight2-3v-H2-EN
2040,disappointingly,helaas,Engels,Nederlands,AllRight2-3v-H2-EN
2041,end up,uiteindelijk lukken,Engels,Nederlands,AllRight2-3v-H2-EN
2042,face-to-face,direct,Engels,Nederlands,AllRight2-3v-H2-EN
2043,foreign currency,vreemde valuta,Engels,Nederlands,AllRight2-3v-H2-EN
2044,make arrangements,regelen,Engels,Nederlands,AllRight2-3v-H2-EN
2045,occur to,beseffen,Engels,Nederlands,AllRight2-3v-H2-EN
2046,pre-book,van tevoren reserveren,Engels,Nederlands,AllRight2-3v-H2-EN
2047,regarding,met betrekking tot,Engels,Nederlands,AllRight2-3v-H2-EN
2048,set out to,vertrekken naar,Engels,Nederlands,AllRight2-3v-H2-EN
2049,short-lived,van korte duur,Engels,Nederlands,AllRight2-3v-H2-EN
2050,supposedly,schijnbaar,Engels,Nederlands,AllRight2-3v-H2-EN
2051,telephone exchange,telefooncentrale,Engels,Nederlands,AllRight2-3v-H2-EN
2052,appearance,verschijning,Engels,Nederlands,AllRight2-3v-H2-EN
2053,candlelit dinner,diner bij kaarslicht,Engels,Nederlands,AllRight2-3v-H2-EN
2054,gaol,gevangenis,Engels,Nederlands,AllRight2-3v-H2-EN
2055,haunted castle,spookkasteel,Engels,Nederlands,AllRight2-3v-H2-EN
2056,infamous,berucht,Engels,Nederlands,AllRight2-3v-H2-EN
2057,light refreshment,lichte versnapering,Engels,Nederlands,AllRight2-3v-H2-EN
2058,old age pensioner,gepensioneerde,Engels,Nederlands,AllRight2-3v-H2-EN
2059,outing,bedrijfsuitstapje,Engels,Nederlands,AllRight2-3v-H2-EN
2060,party,groep,Engels,Nederlands,AllRight2-3v-H2-EN
2061,spine-tingling,erg spannend,Engels,Nederlands,AllRight2-3v-H2-EN
2062,consistency,vastheid,Engels,Nederlands,AllRight2-3v-H2-EN
2063,disinterest,gebrek aan belangstelling voor,Engels,Nederlands,AllRight2-3v-H2-EN
2064,entrepreneur,ondernemer,Engels,Nederlands,AllRight2-3v-H2-EN
2065,inherit,erven,Engels,Nederlands,AllRight2-3v-H2-EN
2066,jar,pot,Engels,Nederlands,AllRight2-3v-H2-EN
2067,outgrow,ontgroeien,Engels,Nederlands,AllRight2-3v-H2-EN
2068,abundance,overvloed,Engels,Nederlands,AllRight2-3v-H2-EN
2069,astonishingly,tot ieders verbazing,Engels,Nederlands,AllRight2-3v-H2-EN
2070,astounding,verbazingwekkend,Engels,Nederlands,AllRight2-3v-H2-EN
2071,caption,kop,Engels,Nederlands,AllRight2-3v-H2-EN
2072,come clean,eerlijk bekennen,Engels,Nederlands,AllRight2-3v-H2-EN
2073,expose,aan het licht brengen,Engels,Nederlands,AllRight2-3v-H2-EN
2074,exposure,blootstelling,Engels,Nederlands,AllRight2-3v-H2-EN
2075,fairy,fee,Engels,Nederlands,AllRight2-3v-H2-EN
2076,fictitious,fictief,Engels,Nederlands,AllRight2-3v-H2-EN
2077,figment of your imagination,hersenspinsel,Engels,Nederlands,AllRight2-3v-H2-EN
2078,get away with,ermee wegkomen,Engels,Nederlands,AllRight2-3v-H2-EN
2079,hoax,bedrog,Engels,Nederlands,AllRight2-3v-H2-EN
2080,in this day and age,vandaag de dag,Engels,Nederlands,AllRight2-3v-H2-EN
2081,jawbone,kaakbeen,Engels,Nederlands,AllRight2-3v-H2-EN
2082,legitimate,echt,Engels,Nederlands,AllRight2-3v-H2-EN
2083,maintain,volhouden,Engels,Nederlands,AllRight2-3v-H2-EN
2084,make up,verzinnen,Engels,Nederlands,AllRight2-3v-H2-EN
2085,objection,bezwaar,Engels,Nederlands,AllRight2-3v-H2-EN
2086,press release,persbericht,Engels,Nederlands,AllRight2-3v-H2-EN
2087,remains,restanten,Engels,Nederlands,AllRight2-3v-H2-EN
2088,reveal,onthullen,Engels,Nederlands,AllRight2-3v-H2-EN
2089,scam,zwendel,Engels,Nederlands,AllRight2-3v-H2-EN
2090,tend to,geneigd zijn,Engels,Nederlands,AllRight2-3v-H2-EN
2091,plotseling,all of a sudden,Nederlands,Engels,AllRight2-3v-H2-NE
2092,overal,all over the place,Nederlands,Engels,AllRight2-3v-H2-NE
2093,ruzie,argument,Nederlands,Engels,AllRight2-3v-H2-NE
2094,in tegenstelling tot,as opposed to,Nederlands,Engels,AllRight2-3v-H2-NE
2095,weddenschap,bet,Nederlands,Engels,AllRight2-3v-H2-NE
2096,wedden,bet,Nederlands,Engels,AllRight2-3v-H2-NE
2097,wedde,bet,Nederlands,Engels,AllRight2-3v-H2-NE
2098,gewed,bet,Nederlands,Engels,AllRight2-3v-H2-NE
2099,kampvuur,campfire,Nederlands,Engels,AllRight2-3v-H2-NE
2100,hedendaags,contemporary,Nederlands,Engels,AllRight2-3v-H2-NE
2101,in tegenstelling tot,contrary to,Nederlands,Engels,AllRight2-3v-H2-NE
2102,ook niet,either,Nederlands,Engels,AllRight2-3v-H2-NE
2103,zelfs,even,Nederlands,Engels,AllRight2-3v-H2-NE
2104,bestaan,exist,Nederlands,Engels,AllRight2-3v-H2-NE
2105,kikker,frog,Nederlands,Engels,AllRight2-3v-H2-NE
2106,verdwalen,get lost,Nederlands,Engels,AllRight2-3v-H2-NE
2107,wandelen,hike,Nederlands,Engels,AllRight2-3v-H2-NE
2108,lifter,hitchhiker,Nederlands,Engels,AllRight2-3v-H2-NE
2109,in feite,in fact,Nederlands,Engels,AllRight2-3v-H2-NE
2110,mythe,myth,Nederlands,Engels,AllRight2-3v-H2-NE
2111,geen enkele,none of,Nederlands,Engels,AllRight2-3v-H2-NE
2112,af en toe,occasionally,Nederlands,Engels,AllRight2-3v-H2-NE
2113,doorgeven,pass on,Nederlands,Engels,AllRight2-3v-H2-NE
2114,buis,pipe,Nederlands,Engels,AllRight2-3v-H2-NE
2115,bewijs,proof,Nederlands,Engels,AllRight2-3v-H2-NE
2116,compleet,pure,Nederlands,Engels,AllRight2-3v-H2-NE
2117,opmerking,remark,Nederlands,Engels,AllRight2-3v-H2-NE
2118,belachelijk,ridiculous,Nederlands,Engels,AllRight2-3v-H2-NE
2119,eng,scary,Nederlands,Engels,AllRight2-3v-H2-NE
2120,schijnen te,seem to,Nederlands,Engels,AllRight2-3v-H2-NE
2121,ruiken,smell,Nederlands,Engels,AllRight2-3v-H2-NE
2122,spin,spider,Nederlands,Engels,AllRight2-3v-H2-NE
2123,uitstekend,splendid,Nederlands,Engels,AllRight2-3v-H2-NE
2124,zou moeten,supposed to,Nederlands,Engels,AllRight2-3v-H2-NE
2125,verhaal,tale,Nederlands,Engels,AllRight2-3v-H2-NE
2126,echter,though,Nederlands,Engels,AllRight2-3v-H2-NE
2127,blijken,turn out,Nederlands,Engels,AllRight2-3v-H2-NE
2128,verschijnen,turn up,Nederlands,Engels,AllRight2-3v-H2-NE
2129,in/naar het buitenland,abroad,Nederlands,Engels,AllRight2-3v-H2-NE
